Id,SalePrice
1460,11.816918284192575
1461,11.99520212395531
1462,12.087417389494485
1463,12.132662622217
1464,12.06748452081473
1465,12.089852511815762
1466,12.0670032810323
1467,12.054992673021
1468,12.14036985431054
1469,11.68457611750849
1470,12.198800494309348
1471,11.462715034339176
1472,11.453574881194067
1473,11.894021319243336
1474,11.654175362082254
1475,12.829031640507848
1476,12.467016883172898
1477,12.44232844726612
1478,12.495789755322564
1479,12.981188850444639
1480,12.710562210710842
1481,12.264637540494705
1482,12.043089849762174
1483,12.00032972167059
1484,12.100242143344497
1485,12.15273615809776
1486,12.694157996619273
1487,12.350885127075712
1488,12.19778856709576
1489,12.293172561853266
1490,12.158171350866946
1491,11.416251415018449
1492,12.02912137375634
1493,12.572298157953398
1494,12.620547339181028
1495,12.336522355667153
1496,12.085714906435317
1497,11.973327682845898
1498,11.964038709623912
1499,11.965848140990293
1500,12.071067097044736
1501,11.898726688348017
1502,12.640701627771662
1503,12.32541179662722
1504,12.295279470274279
1505,12.126394937286447
1506,12.49656873433611
1507,12.166009398479996
1508,11.986494444601254
1509,11.889964481566256
1510,11.86196327341959
1511,11.99837004335542
1512,11.834292460142011
1513,11.996381693295511
1514,12.277050476136948
1515,11.865595603962433
1516,12.028883461175873
1517,11.687568837065571
1518,12.297341328213626
1519,11.83301377191859
1520,11.877221950269261
1521,11.940444293734041
1522,11.698092488740974
1523,11.674388258313725
1524,11.712837800925275
1525,11.747070090923694
1526,11.490341643285193
1527,11.786721359532784
1528,11.946898281963076
1529,12.045129004644023
1530,11.627352411175005
1531,11.51758224345931
1532,11.830138624555506
1533,11.700868154363098
1534,11.914840071381208
1535,11.672867090603077
1536,11.203349778401153
1537,11.882576232088526
1538,12.083747793015721
1539,11.525267769040902
1540,11.886104921761126
1541,11.85154201860413
1542,12.239703624338084
1543,11.210341526584134
1544,11.600348403930168
1545,11.769406888998274
1546,11.698060924266631
1547,11.777540049408032
1548,11.694866896467111
1549,11.751169885150823
1550,11.653779388835163
1551,11.73929802715215
1552,11.87582036614312
1553,11.548624326938178
1554,12.02250168611271
1555,11.222504632922735
1556,11.689857096598212
1557,11.348178224837822
1558,11.42634553965519
1559,11.788172143222734
1560,11.930160148789257
1561,11.791183096050563
1562,11.664097936746828
1563,11.994901654757566
1564,11.929085367094272
1565,12.453277825454695
1566,11.098491053592165
1567,12.323155543362535
1568,11.80758132975568
1569,11.805436401124851
1570,11.684853238014645
1571,11.889023237778083
1572,12.356231807412895
